product_id,name,category,subcategory,price_inr,supplier_name,supplier_city,supplier_state,supplier_country,verified_supplier,supplier_rating,supplier_reviews,min_order_qty,years_in_business,keywords,scraped_at,data_source
PROD-0264,Heavy Duty Pulses,Agriculture,Pulses,17849.0,Bassi-Ramesh,Surat,Gujarat,India,False,4.4,8,199,24,ISO certified|custom size,2026-03-13T15:52:11.432474,synthetic
PROD-0265,Standard Agro Equipment,Agriculture,Agro Equipment,12240.0,Singhal-Walla,Rajkot,Gujarat,India,False,4.3,8,184,17,organic|heavy duty,2026-03-13T15:52:11.432499,synthetic
PROD-0266,Standard Agro Equipment,Agriculture,Agro Equipment,3894.0,Garde-Borra,Indore,Madhya Pradesh,India,False,4.5,80,485,22,CE certified|GMP certified,2026-03-13T15:52:11.432522,synthetic
PROD-0267,Heavy Duty Pulses,Agriculture,Pulses,2909.0,"Konda, Sidhu and Dutt",Delhi,Delhi,India,True,4.8,10,238,4,eco friendly|ISO certified,2026-03-13T15:52:11.432549,synthetic
PROD-0268,Export Grade Agro Equipment,Agriculture,Agro Equipment,8457.0,Mitter LLC,Indore,Madhya Pradesh,India,False,4.0,68,153,14,ISO certified|heavy duty,2026-03-13T15:52:11.432572,synthetic
PROD-0269,Export Grade Pulses,Agriculture,Pulses,4819.0,Yogi PLC,Bangalore,Karnataka,India,True,4.5,18,46,5,custom size|BIS approved,2026-03-13T15:52:11.432599,synthetic
PROD-0270,Standard Organic Products,Agriculture,Organic Products,5355.0,"Chakraborty, Boase and Natarajan",Nagpur,Maharashtra,India,False,4.9,21,3,21,food grade|premium,2026-03-13T15:52:11.432630,synthetic
PROD-0271,Heavy Duty Rice,Agriculture,Rice,4745.0,"Date, Hans and Bala",Ahmedabad,Gujarat,India,True,4.6,11,373,17,custom size|high grade,2026-03-13T15:52:11.432657,synthetic
PROD-0272,Heavy Duty Organic Products,Agriculture,Organic Products,709.0,Sawhney Ltd,Pune,Maharashtra,India,False,3.3,2,64,12,food grade|GMP certified,2026-03-13T15:52:11.432683,synthetic
PROD-0273,Premium Spices,Agriculture,Spices,3928.0,Gara-Krishnan,Ludhiana,Punjab,India,True,3.1,17,130,16,food grade|heavy duty,2026-03-13T15:52:11.432716,synthetic
PROD-0274,Heavy Duty Spices,Agriculture,Spices,2823.0,"Pau, Ravi and Khosla",Ahmedabad,Gujarat,India,False,4.4,3,262,24,custom size|export quality,2026-03-13T15:52:11.432746,synthetic
PROD-0275,Standard Spices,Agriculture,Spices,13771.0,"Karan, Warrior and Iyengar",Surat,Gujarat,India,False,4.7,91,210,10,heavy duty|ISO certified,2026-03-13T15:52:11.432783,synthetic
PROD-0276,Premium Organic Products,Agriculture,Organic Products,6109.0,Memon-Bhakta,Coimbatore,Tamil Nadu,India,False,4.8,161,77,3,RoHS compliant|high grade,2026-03-13T15:52:11.433036,synthetic
PROD-0277,Export Grade Spices,Agriculture,Spices,30156.0,Kibe-Doshi,Delhi,Delhi,India,False,3.6,18,90,2,organic|CE certified,2026-03-13T15:52:11.433121,synthetic
PROD-0278,Premium Rice,Agriculture,Rice,5638.0,"Nagy, Dey and Mistry",Ludhiana,Punjab,India,True,3.3,31,458,15,custom size|organic,2026-03-13T15:52:11.433175,synthetic
PROD-0279,Premium Spices,Agriculture,Spices,4848.0,"Chandran, Purohit and Mangal",Nashik,Maharashtra,India,True,4.9,9,436,16,RoHS compliant|BIS approved,2026-03-13T15:52:11.433224,synthetic
PROD-0280,Export Grade Pulses,Agriculture,Pulses,2840.0,Barman-Dugal,Nagpur,Maharashtra,India,False,4.4,6,184,20,ISO certified|GMP certified,2026-03-13T15:52:11.433263,synthetic
PROD-0281,Export Grade Pulses,Agriculture,Pulses,6044.0,"Dhillon, Sawhney and Thakkar",Nashik,Maharashtra,India,True,3.1,99,381,19,food grade|custom size,2026-03-13T15:52:11.433306,synthetic
PROD-0282,Premium Rice,Agriculture,Rice,6879.0,"Deep, Mody and Goda",Ahmedabad,Gujarat,India,True,4.5,17,329,13,heavy duty|high grade,2026-03-13T15:52:11.433349,synthetic
PROD-0283,Standard Agro Equipment,Agriculture,Agro Equipment,2007.0,Lad-Setty,Nashik,Maharashtra,India,True,3.6,20,194,13,premium|export quality,2026-03-13T15:52:11.433393,synthetic
PROD-0284,Export Grade Organic Products,Agriculture,Organic Products,13378.0,Palla Group,Lucknow,Uttar Pradesh,India,True,3.2,19,53,13,BIS approved|ISO certified,2026-03-13T15:52:11.433431,synthetic
PROD-0285,Heavy Duty Agro Equipment,Agriculture,Agro Equipment,9206.0,Bhandari-Dasgupta,Coimbatore,Tamil Nadu,India,False,4.1,36,175,12,ISO certified|premium,2026-03-13T15:52:11.433471,synthetic
PROD-0286,Export Grade Organic Products,Agriculture,Organic Products,2347.0,Vyas and Sons,Indore,Madhya Pradesh,India,False,3.7,18,338,8,ISO certified|CE certified,2026-03-13T15:52:11.433513,synthetic
PROD-0287,Premium Rice,Agriculture,Rice,7021.0,"Srivastava, Murthy and Basak",Pune,Maharashtra,India,True,3.3,1,370,14,export quality|organic,2026-03-13T15:52:11.433729,synthetic
PROD-0288,Standard Pulses,Agriculture,Pulses,4825.0,Solanki and Sons,Kolkata,West Bengal,India,False,3.2,1,429,22,custom size|export quality,2026-03-13T15:52:11.433781,synthetic
PROD-0289,Standard Organic Products,Agriculture,Organic Products,5485.0,Dhingra-Murthy,Ludhiana,Punjab,India,False,3.0,59,222,19,eco friendly|high grade,2026-03-13T15:52:11.433822,synthetic
PROD-0290,Standard Pulses,Agriculture,Pulses,8697.0,"Ramanathan, Loke and Jain",Ludhiana,Punjab,India,True,4.3,27,452,13,BIS approved|custom size,2026-03-13T15:52:11.433878,synthetic
PROD-0291,Standard Pulses,Agriculture,Pulses,20585.0,"Divan, Maharaj and Trivedi",Nashik,Maharashtra,India,True,4.2,102,432,23,high grade|CE certified,2026-03-13T15:52:11.433927,synthetic
PROD-0292,Heavy Duty Agro Equipment,Agriculture,Agro Equipment,7942.0,Ramakrishnan-Sankar,Rajkot,Gujarat,India,False,4.8,1,500,6,high grade|RoHS compliant,2026-03-13T15:52:11.433969,synthetic
PROD-0293,Export Grade Rice,Agriculture,Rice,21141.0,Mand Inc,Rajkot,Gujarat,India,True,4.9,75,458,18,organic|BIS approved,2026-03-13T15:52:11.434011,synthetic
PROD-0294,Standard Spices,Agriculture,Spices,6530.0,Dey Ltd,Ludhiana,Punjab,India,True,3.1,2,147,22,organic|heavy duty,2026-03-13T15:52:11.434081,synthetic
PROD-0295,Premium Spices,Agriculture,Spices,9166.0,"Nagy, Tara and Randhawa",Indore,Madhya Pradesh,India,True,3.9,41,288,8,food grade|GMP certified,2026-03-13T15:52:11.434131,synthetic
PROD-0296,Heavy Duty Organic Products,Agriculture,Organic Products,1191.0,"Bhavsar, Anne and Goda",Coimbatore,Tamil Nadu,India,False,3.1,13,404,22,CE certified|high grade,2026-03-13T15:52:11.434179,synthetic
PROD-0297,Export Grade Spices,Agriculture,Spices,9622.0,Palla-Bawa,Mumbai,Maharashtra,India,False,4.8,66,387,19,high grade|food grade,2026-03-13T15:52:11.434221,synthetic
PROD-0298,Premium Pulses,Agriculture,Pulses,4486.0,Swaminathan-Bandi,Kolkata,West Bengal,India,True,3.3,21,220,9,high grade|organic,2026-03-13T15:52:11.434264,synthetic
PROD-0299,Heavy Duty Pulses,Agriculture,Pulses,7383.0,"Agarwal, Shanker and Sani",Bangalore,Karnataka,India,True,4.9,48,321,20,GMP certified|organic,2026-03-13T15:52:11.434315,synthetic
PROD-0300,Heavy Duty Agro Equipment,Agriculture,Agro Equipment,6812.0,Sur-Goyal,Lucknow,Uttar Pradesh,India,True,4.9,24,82,14,high grade|RoHS compliant,2026-03-13T15:52:11.434353,synthetic
PROD-0301,Heavy Duty Spices,Agriculture,Spices,1075.0,Sodhi-Pingle,Jaipur,Rajasthan,India,True,3.6,17,386,21,ISO certified|export quality,2026-03-13T15:52:11.434394,synthetic
PROD-0302,Standard Rice,Agriculture,Rice,2897.0,Nadig-Vohra,Nagpur,Maharashtra,India,False,4.4,89,277,24,organic|ISO certified,2026-03-13T15:52:11.434438,synthetic
PROD-0303,Export Grade Agro Equipment,Agriculture,Agro Equipment,12829.0,Morar LLC,Nashik,Maharashtra,India,True,3.6,31,43,4,heavy duty|high grade,2026-03-13T15:52:11.434482,synthetic
PROD-0304,Standard Spices,Agriculture,Spices,7887.0,Tara-Om,Coimbatore,Tamil Nadu,India,False,3.8,3,360,24,RoHS compliant|BIS approved,2026-03-13T15:52:11.434527,synthetic
PROD-0305,Export Grade Spices,Agriculture,Spices,9439.0,Kar-Boase,Nagpur,Maharashtra,India,False,3.1,11,421,8,organic|BIS approved,2026-03-13T15:52:11.434566,synthetic
PROD-0306,Premium Organic Products,Agriculture,Organic Products,8668.0,Chakrabarti-Salvi,Jaipur,Rajasthan,India,True,3.2,11,149,22,organic|custom size,2026-03-13T15:52:11.434607,synthetic
PROD-0307,Export Grade Rice,Agriculture,Rice,12084.0,Loyal-Sawhney,Delhi,Delhi,India,False,3.1,8,383,13,RoHS compliant|high grade,2026-03-13T15:52:11.434645,synthetic
PROD-0308,Premium Pulses,Agriculture,Pulses,7457.0,Pingle-Mistry,Surat,Gujarat,India,True,4.5,71,212,21,high grade|heavy duty,2026-03-13T15:52:11.434682,synthetic
PROD-0309,Premium Pulses,Agriculture,Pulses,3789.0,"Vasa, Tella and Bhargava",Bangalore,Karnataka,India,False,4.9,23,35,9,export quality|premium,2026-03-13T15:52:11.434722,synthetic
PROD-0310,Standard Agro Equipment,Agriculture,Agro Equipment,6161.0,Chawla-Bera,Rajkot,Gujarat,India,False,3.5,12,100,11,eco friendly|RoHS compliant,2026-03-13T15:52:11.434758,synthetic
PROD-0311,Standard Agro Equipment,Agriculture,Agro Equipment,12912.0,"Rajan, Mall and Dora",Pune,Maharashtra,India,True,3.7,10,3,11,premium|RoHS compliant,2026-03-13T15:52:11.434797,synthetic
PROD-0312,Heavy Duty Organic Products,Agriculture,Organic Products,3919.0,"Dada, Chaudhary and Ganesan",Rajkot,Gujarat,India,False,3.9,13,283,4,heavy duty|GMP certified,2026-03-13T15:52:11.434963,synthetic
PROD-0313,Heavy Duty Spices,Agriculture,Spices,2168.0,Sama Ltd,Kolkata,West Bengal,India,False,4.3,141,417,19,custom size|BIS approved,2026-03-13T15:52:11.435039,synthetic
PROD-0314,Standard Agro Equipment,Agriculture,Agro Equipment,7402.0,More-Sura,Ludhiana,Punjab,India,True,3.4,164,149,5,eco friendly|high grade,2026-03-13T15:52:11.435115,synthetic
PROD-0315,Standard Spices,Agriculture,Spices,4758.0,Mistry and Sons,Coimbatore,Tamil Nadu,India,False,4.6,26,264,5,eco friendly|heavy duty,2026-03-13T15:52:11.435162,synthetic
PROD-0316,Standard Agro Equipment,Agriculture,Agro Equipment,6105.0,Sheth-Bansal,Bangalore,Karnataka,India,False,3.5,10,343,7,high grade|CE certified,2026-03-13T15:52:11.435227,synthetic
PROD-0317,Heavy Duty Organic Products,Agriculture,Organic Products,8140.0,"Sarkar, Rajagopalan and Sampath",Jaipur,Rajasthan,India,True,4.1,13,301,21,export quality|high grade,2026-03-13T15:52:11.435274,synthetic
PROD-0318,Heavy Duty Organic Products,Agriculture,Organic Products,3119.0,Bassi-Natarajan,Surat,Gujarat,India,True,4.0,30,72,15,heavy duty|premium,2026-03-13T15:52:11.435312,synthetic
PROD-0319,Standard Agro Equipment,Agriculture,Agro Equipment,8119.0,Ghose-Goel,Delhi,Delhi,India,True,4.2,137,213,11,food grade|export quality,2026-03-13T15:52:11.435348,synthetic
PROD-0320,Export Grade Organic Products,Agriculture,Organic Products,5895.0,Sastry-Oommen,Lucknow,Uttar Pradesh,India,True,3.1,24,323,17,ISO certified|custom size,2026-03-13T15:52:11.435384,synthetic
PROD-0321,Premium Solvent,Chemicals,Solvent,23236.0,"Cherian, Gopal and Sharaf",Bangalore,Karnataka,India,False,4.5,4,242,16,heavy duty|premium,2026-03-13T15:52:11.435462,synthetic
PROD-0322,Standard Adhesive,Chemicals,Adhesive,43866.0,Kumar-More,Indore,Madhya Pradesh,India,False,4.0,2,473,15,custom size|RoHS compliant,2026-03-13T15:52:11.435490,synthetic
PROD-0323,Premium Fertilizer,Chemicals,Fertilizer,18443.0,"Singh, Radhakrishnan and Madan",Delhi,Delhi,India,True,4.7,20,77,20,export quality|heavy duty,2026-03-13T15:52:11.435519,synthetic
PROD-0324,Premium Cleaning Agent,Chemicals,Cleaning Agent,68571.0,Maharaj Inc,Lucknow,Uttar Pradesh,India,True,4.3,121,1,25,GMP certified|RoHS compliant,2026-03-13T15:52:11.435545,synthetic
PROD-0325,Export Grade Cleaning Agent,Chemicals,Cleaning Agent,9372.0,Varkey LLC,Jaipur,Rajasthan,India,True,4.6,52,302,24,RoHS compliant|food grade,2026-03-13T15:52:11.435570,synthetic
PROD-0326,Standard Solvent,Chemicals,Solvent,19494.0,Nagarajan-Aggarwal,Kolkata,West Bengal,India,False,3.2,31,132,7,ISO certified|food grade,2026-03-13T15:52:11.435597,synthetic
PROD-0327,Premium Solvent,Chemicals,Solvent,25245.0,Munshi-Jani,Rajkot,Gujarat,India,True,3.4,57,55,5,BIS approved|GMP certified,2026-03-13T15:52:11.435621,synthetic
PROD-0328,Heavy Duty Pigment,Chemicals,Pigment,11036.0,Dube-Dhar,Kolkata,West Bengal,India,True,5.0,15,283,18,eco friendly|heavy duty,2026-03-13T15:52:11.435645,synthetic
PROD-0329,Heavy Duty Cleaning Agent,Chemicals,Cleaning Agent,24737.0,Kalita Ltd,Pune,Maharashtra,India,True,4.5,15,443,22,export quality|food grade,2026-03-13T15:52:11.435670,synthetic
PROD-0330,Heavy Duty Adhesive,Chemicals,Adhesive,7327.0,"Nanda, Sule and Kulkarni",Ahmedabad,Gujarat,India,False,4.2,29,200,21,ISO certified|export quality,2026-03-13T15:52:11.435698,synthetic
PROD-0331,Premium Fertilizer,Chemicals,Fertilizer,20288.0,Srivastava PLC,Indore,Madhya Pradesh,India,True,3.4,32,365,20,ISO certified|heavy duty,2026-03-13T15:52:11.435724,synthetic
PROD-0332,Heavy Duty Adhesive,Chemicals,Adhesive,20133.0,Agrawal and Sons,Nagpur,Maharashtra,India,True,4.6,21,315,6,GMP certified|ISO certified,2026-03-13T15:52:11.435749,synthetic
PROD-0333,Export Grade Fertilizer,Chemicals,Fertilizer,10218.0,"Kar, Mani and Bandi",Pune,Maharashtra,India,True,3.8,29,378,23,export quality|RoHS compliant,2026-03-13T15:52:11.435777,synthetic
PROD-0334,Heavy Duty Pigment,Chemicals,Pigment,45207.0,"Vora, Kulkarni and Oza",Coimbatore,Tamil Nadu,India,True,4.6,17,3,9,heavy duty|BIS approved,2026-03-13T15:52:11.435807,synthetic
PROD-0335,Heavy Duty Solvent,Chemicals,Solvent,26292.0,Rajan-Varkey,Coimbatore,Tamil Nadu,India,False,4.6,91,356,15,BIS approved|custom size,2026-03-13T15:52:11.435832,synthetic
PROD-0336,Premium Fertilizer,Chemicals,Fertilizer,20137.0,"Prabhu, Bains and Bala",Lucknow,Uttar Pradesh,India,True,3.5,6,113,22,food grade|premium,2026-03-13T15:52:11.435866,synthetic
PROD-0337,Premium Pigment,Chemicals,Pigment,18569.0,Shenoy-Karan,Ludhiana,Punjab,India,False,3.5,9,384,11,export quality|high grade,2026-03-13T15:52:11.435891,synthetic
PROD-0338,Heavy Duty Fertilizer,Chemicals,Fertilizer,21275.0,Raja Group,Nashik,Maharashtra,India,True,4.5,59,378,7,premium|food grade,2026-03-13T15:52:11.435915,synthetic
PROD-0339,Standard Pigment,Chemicals,Pigment,13498.0,Shenoy LLC,Ahmedabad,Gujarat,India,False,3.7,38,41,22,GMP certified|eco friendly,2026-03-13T15:52:11.435939,synthetic
PROD-0340,Premium Solvent,Chemicals,Solvent,49314.0,Tandon-Tiwari,Kolkata,West Bengal,India,False,3.7,126,141,16,heavy duty|high grade,2026-03-13T15:52:11.435963,synthetic
PROD-0341,Premium Adhesive,Chemicals,Adhesive,9082.0,Chand Group,Surat,Gujarat,India,True,3.8,2,398,6,eco friendly|export quality,2026-03-13T15:52:11.435987,synthetic
PROD-0342,Premium Cleaning Agent,Chemicals,Cleaning Agent,18746.0,"Radhakrishnan, Biswas and Dasgupta",Rajkot,Gujarat,India,False,3.8,5,442,9,heavy duty|high grade,2026-03-13T15:52:11.436015,synthetic
PROD-0343,Export Grade Fertilizer,Chemicals,Fertilizer,17175.0,Shukla-Kunda,Surat,Gujarat,India,True,4.4,3,144,15,heavy duty|custom size,2026-03-13T15:52:11.436039,synthetic
PROD-0344,Heavy Duty Cleaning Agent,Chemicals,Cleaning Agent,88343.0,"Mahajan, Ganguly and Bose",Bangalore,Karnataka,India,False,4.1,50,410,24,heavy duty|eco friendly,2026-03-13T15:52:11.436100,synthetic
PROD-0345,Heavy Duty Solvent,Chemicals,Solvent,9211.0,Bhagat Inc,Ludhiana,Punjab,India,False,3.6,27,204,4,food grade|heavy duty,2026-03-13T15:52:11.436127,synthetic
PROD-0346,Premium Fertilizer,Chemicals,Fertilizer,50911.0,Datta-Reddy,Mumbai,Maharashtra,India,True,3.7,10,478,9,CE certified|ISO certified,2026-03-13T15:52:11.436152,synthetic
PROD-0347,Standard Solvent,Chemicals,Solvent,11816.0,Handa-Grover,Jaipur,Rajasthan,India,True,4.3,931,146,12,CE certified|GMP certified,2026-03-13T15:52:11.436175,synthetic
PROD-0348,Premium Adhesive,Chemicals,Adhesive,44215.0,Agate LLC,Coimbatore,Tamil Nadu,India,True,3.6,27,86,21,RoHS compliant|CE certified,2026-03-13T15:52:11.436199,synthetic
PROD-0349,Premium Cleaning Agent,Chemicals,Cleaning Agent,42862.0,Mani Group,Jaipur,Rajasthan,India,True,3.7,6,364,9,custom size|GMP certified,2026-03-13T15:52:11.436221,synthetic
PROD-0350,Standard Pigment,Chemicals,Pigment,23561.0,Peri-Amble,Jaipur,Rajasthan,India,True,3.0,80,482,24,food grade|RoHS compliant,2026-03-13T15:52:11.436246,synthetic
PROD-0351,Premium Fertilizer,Chemicals,Fertilizer,13432.0,Samra PLC,Delhi,Delhi,India,False,3.9,2,44,21,BIS approved|organic,2026-03-13T15:52:11.436271,synthetic
PROD-0352,Standard Fertilizer,Chemicals,Fertilizer,40161.0,"Cheema, Wagle and Bali",Ahmedabad,Gujarat,India,True,4.7,60,244,15,high grade|organic,2026-03-13T15:52:11.436298,synthetic
PROD-0353,Export Grade Adhesive,Chemicals,Adhesive,25510.0,Krish-Bawa,Coimbatore,Tamil Nadu,India,False,4.3,26,328,18,organic|CE certified,2026-03-13T15:52:11.436322,synthetic
PROD-0354,Heavy Duty Cleaning Agent,Chemicals,Cleaning Agent,14820.0,"Bajaj, Hegde and Rattan",Lucknow,Uttar Pradesh,India,True,3.5,10,5,23,eco friendly|RoHS compliant,2026-03-13T15:52:11.436351,synthetic
PROD-0355,Standard Solvent,Chemicals,Solvent,136095.0,More-Dhawan,Surat,Gujarat,India,False,4.1,16,367,24,GMP certified|BIS approved,2026-03-13T15:52:11.436376,synthetic
PROD-0356,Standard Adhesive,Chemicals,Adhesive,14744.0,"Narang, Chander and Chaudhary",Indore,Madhya Pradesh,India,True,4.6,43,140,10,GMP certified|food grade,2026-03-13T15:52:11.436403,synthetic
PROD-0357,Standard Pigment,Chemicals,Pigment,9890.0,"Srinivas, Lalla and Kulkarni",Coimbatore,Tamil Nadu,India,True,3.2,16,359,20,eco friendly|premium,2026-03-13T15:52:11.436430,synthetic
PROD-0358,Export Grade Solvent,Chemicals,Solvent,15888.0,Uppal-Gill,Pune,Maharashtra,India,False,3.5,4,176,14,organic|eco friendly,2026-03-13T15:52:11.436454,synthetic
PROD-0359,Premium Adhesive,Chemicals,Adhesive,29561.0,Khosla Inc,Pune,Maharashtra,India,False,4.9,3,99,9,BIS approved|ISO certified,2026-03-13T15:52:11.436479,synthetic
PROD-0360,Premium Fertilizer,Chemicals,Fertilizer,4700.0,Patla-Mani,Delhi,Delhi,India,True,5.0,16,160,11,heavy duty|GMP certified,2026-03-13T15:52:11.436503,synthetic
PROD-0361,Premium Solvent,Chemicals,Solvent,47133.0,Kothari-Kibe,Rajkot,Gujarat,India,True,4.3,52,58,8,GMP certified|BIS approved,2026-03-13T15:52:11.436527,synthetic
PROD-0362,Premium Solvent,Chemicals,Solvent,11901.0,Sama PLC,Pune,Maharashtra,India,True,3.5,70,80,12,RoHS compliant|export quality,2026-03-13T15:52:11.436550,synthetic
PROD-0363,Heavy Duty Fertilizer,Chemicals,Fertilizer,22353.0,Mohan-Biswas,Ahmedabad,Gujarat,India,False,5.0,26,331,5,food grade|high grade,2026-03-13T15:52:11.436574,synthetic
PROD-0364,Heavy Duty Solvent,Chemicals,Solvent,11451.0,"Grover, Bahri and Chander",Ludhiana,Punjab,India,False,3.9,2,184,24,heavy duty|organic,2026-03-13T15:52:11.436604,synthetic
PROD-0365,Heavy Duty Solvent,Chemicals,Solvent,21573.0,"Sura, Vala and Chadha",Nashik,Maharashtra,India,True,4.0,27,166,24,eco friendly|organic,2026-03-13T15:52:11.436631,synthetic
PROD-0366,Premium Cleaning Agent,Chemicals,Cleaning Agent,80174.0,Grewal Group,Indore,Madhya Pradesh,India,True,3.9,84,233,1,RoHS compliant|GMP certified,2026-03-13T15:52:11.436655,synthetic
PROD-0367,Standard Adhesive,Chemicals,Adhesive,28954.0,"Chandran, Khare and Gill",Coimbatore,Tamil Nadu,India,True,3.1,2,393,18,heavy duty|custom size,2026-03-13T15:52:11.436683,synthetic
PROD-0368,Premium Pigment,Chemicals,Pigment,18629.0,Nath Ltd,Surat,Gujarat,India,True,3.1,44,448,2,premium|export quality,2026-03-13T15:52:11.436706,synthetic
PROD-0369,Export Grade Fertilizer,Chemicals,Fertilizer,6194.0,"Bhatia, Dash and Thaman",Lucknow,Uttar Pradesh,India,False,4.1,35,188,8,custom size|food grade,2026-03-13T15:52:11.436733,synthetic
PROD-0370,Export Grade Solvent,Chemicals,Solvent,47158.0,"Varty, Pillay and Bava",Delhi,Delhi,India,False,4.7,16,185,18,food grade|BIS approved,2026-03-13T15:52:11.436758,synthetic
PROD-0371,Premium Pigment,Chemicals,Pigment,31439.0,"Datta, Rajan and Jain",Indore,Madhya Pradesh,India,False,3.2,5,52,24,premium|high grade,2026-03-13T15:52:11.436786,synthetic
PROD-0372,Standard Fertilizer,Chemicals,Fertilizer,6552.0,Nadig Group,Jaipur,Rajasthan,India,True,4.1,175,296,12,GMP certified|eco friendly,2026-03-13T15:52:11.436810,synthetic
PROD-0373,Standard Adhesive,Chemicals,Adhesive,42009.0,"Mistry, Varkey and Bobal",Rajkot,Gujarat,India,True,4.0,40,308,15,CE certified|RoHS compliant,2026-03-13T15:52:11.436837,synthetic
PROD-0374,Export Grade Pigment,Chemicals,Pigment,50033.0,Wagle-Parmar,Coimbatore,Tamil Nadu,India,False,3.6,6,193,25,high grade|food grade,2026-03-13T15:52:11.436868,synthetic
PROD-0375,Export Grade Pigment,Chemicals,Pigment,70390.0,Narula-Chanda,Surat,Gujarat,India,True,3.1,8,396,23,organic|high grade,2026-03-13T15:52:11.436893,synthetic
PROD-0376,Premium Cleaning Agent,Chemicals,Cleaning Agent,28042.0,Bakshi PLC,Coimbatore,Tamil Nadu,India,True,3.7,6,299,8,premium|organic,2026-03-13T15:52:11.436916,synthetic
PROD-0377,Standard Pigment,Chemicals,Pigment,8795.0,"Sama, Modi and Rattan",Ludhiana,Punjab,India,False,4.4,41,423,23,food grade|custom size,2026-03-13T15:52:11.436944,synthetic
PROD-0378,Export Grade Solvent,Chemicals,Solvent,26954.0,Gaba Ltd,Indore,Madhya Pradesh,India,True,3.1,47,419,14,BIS approved|export quality,2026-03-13T15:52:11.436967,synthetic
PROD-0379,Premium Fertilizer,Chemicals,Fertilizer,27089.0,"Kale, Agrawal and Bassi",Indore,Madhya Pradesh,India,True,4.1,6,79,2,GMP certified|food grade,2026-03-13T15:52:11.436995,synthetic
PROD-0380,Premium Adhesive,Chemicals,Adhesive,50616.0,"Uppal, Rao and Dutta",Jaipur,Rajasthan,India,True,3.6,15,43,16,custom size|food grade,2026-03-13T15:52:11.437021,synthetic
PROD-0381,Export Grade Cleaning Agent,Chemicals,Cleaning Agent,19223.0,Sahni and Sons,Mumbai,Maharashtra,India,False,3.3,3,250,13,GMP certified|custom size,2026-03-13T15:52:11.437058,synthetic
PROD-0382,Standard Cleaning Agent,Chemicals,Cleaning Agent,40836.0,"Sama, Sarraf and Mohanty",Ahmedabad,Gujarat,India,True,3.5,12,295,3,export quality|GMP certified,2026-03-13T15:52:11.437108,synthetic
PROD-0383,Heavy Duty Adhesive,Chemicals,Adhesive,17794.0,Nanda-Choudhury,Jaipur,Rajasthan,India,True,3.0,17,23,8,premium|GMP certified,2026-03-13T15:52:11.437148,synthetic
PROD-0384,Premium Fertilizer,Chemicals,Fertilizer,8476.0,Uppal-Varma,Pune,Maharashtra,India,True,4.5,5,385,9,high grade|eco friendly,2026-03-13T15:52:11.437175,synthetic
PROD-0385,Export Grade Fertilizer,Chemicals,Fertilizer,50115.0,Pal Ltd,Kolkata,West Bengal,India,True,4.3,2,317,9,ISO certified|eco friendly,2026-03-13T15:52:11.437200,synthetic
PROD-0386,Heavy Duty Solvent,Chemicals,Solvent,18034.0,"Rajagopal, Bora and Ahluwalia",Nagpur,Maharashtra,India,False,4.3,8,364,4,CE certified|eco friendly,2026-03-13T15:52:11.437229,synthetic
PROD-0387,Export Grade Cleaning Agent,Chemicals,Cleaning Agent,23583.0,Chanda PLC,Indore,Madhya Pradesh,India,True,4.4,9,382,6,ISO certified|CE certified,2026-03-13T15:52:11.437261,synthetic
PROD-0388,Heavy Duty Pigment,Chemicals,Pigment,16824.0,Chandran and Sons,Nagpur,Maharashtra,India,False,4.3,23,78,11,BIS approved|GMP certified,2026-03-13T15:52:11.437286,synthetic
PROD-0389,Standard Solvent,Chemicals,Solvent,43189.0,Dass Group,Bangalore,Karnataka,India,True,4.1,16,310,11,eco friendly|high grade,2026-03-13T15:52:11.437310,synthetic
PROD-0390,Standard Fertilizer,Chemicals,Fertilizer,36846.0,Mann and Sons,Bangalore,Karnataka,India,False,3.6,48,70,14,RoHS compliant|heavy duty,2026-03-13T15:52:11.437334,synthetic
PROD-0391,Premium Cleaning Agent,Chemicals,Cleaning Agent,51731.0,"Srinivas, Bora and Purohit",Nagpur,Maharashtra,India,True,4.7,78,382,21,food grade|organic,2026-03-13T15:52:11.437362,synthetic
PROD-0392,Heavy Duty Fertilizer,Chemicals,Fertilizer,11534.0,Sengupta Inc,Bangalore,Karnataka,India,True,4.2,25,14,12,export quality|food grade,2026-03-13T15:52:11.437386,synthetic
PROD-0393,Standard Adhesive,Chemicals,Adhesive,19786.0,"Sidhu, Sane and Basu",Ludhiana,Punjab,India,False,4.0,7,17,14,RoHS compliant|ISO certified,2026-03-13T15:52:11.437413,synthetic
PROD-0394,Standard Pigment,Chemicals,Pigment,49503.0,Batra Inc,Nashik,Maharashtra,India,False,3.1,88,167,15,premium|BIS approved,2026-03-13T15:52:11.437437,synthetic
PROD-0395,Heavy Duty Solvent,Chemicals,Solvent,51961.0,Nanda-Mallick,Jaipur,Rajasthan,India,True,4.9,27,329,23,RoHS compliant|ISO certified,2026-03-13T15:52:11.437461,synthetic
PROD-0396,Premium Solvent,Chemicals,Solvent,15232.0,Sura-Devi,Coimbatore,Tamil Nadu,India,False,3.5,2493,21,18,BIS approved|high grade,2026-03-13T15:52:11.437484,synthetic
PROD-0397,Heavy Duty Solvent,Chemicals,Solvent,10463.0,"Talwar, Lalla and Murty",Ludhiana,Punjab,India,False,3.6,7,471,2,food grade|high grade,2026-03-13T15:52:11.437511,synthetic
